FID,SHAPE,BEZEICHNUNG,WL_NUMMER
HALTESTELLEWLOGD.577,POINT (16.35701989945359 48.18307015011608),Jahngasse,590
HALTESTELLEWLOGD.578,POINT (16.397209899225412 48.27304015059701),Jedlersdorf,591
HALTESTELLEWLOGD.579,POINT (16.464789898800817 48.26046015030914),Hosnedlgasse/Obachgasse,592
HALTESTELLEWLOGD.580,POINT (16.403149899532725 48.27385015099622),Jedlersdorfer Straße,593
HALTESTELLEWLOGD.581,POINT (16.38515989897875 48.2661101509254),Jedlesee,594
HALTESTELLEWLOGD.582,POINT (16.266269899091736 48.16682015048291),Jenbachgasse,595
HALTESTELLEWLOGD.583,POINT (16.487319898899816 48.24067015094207),Berresgasse,596
HALTESTELLEWLOGD.584,POINT (16.304899898515437 48.208830150713126),Joachimsthalerplatz,597
HALTESTELLEWLOGD.585,POINT (16.400749899526485 48.27997015062024),Jochbergengasse,598
HALTESTELLEWLOGD.586,POINT (16.354279898910647 48.14616015047329),Jochen-Rindt-Straße,599
HALTESTELLEWLOGD.587,POINT (16.407259899214854 48.13707015074553),Johann-Friedl-Gasse,600
HALTESTELLEWLOGD.588,POINT (16.308669899150768 48.213800150473126),Johannes-Krawarik-Gasse,601
HALTESTELLEWLOGD.589,POINT (16.325459898353163 48.213100150437235),Johann-Nepomuk-Berger-Platz,602
HALTESTELLEWLOGD.590,POINT (16.39549989877622 48.14855015091982),Johann-Pölzer-Gasse,603
HALTESTELLEWLOGD.591,POINT (16.366119899377168 48.18992015077958),Johann-Strauß-Gasse,604
HALTESTELLEWLOGD.592,POINT (16.4184298993815 48.13230015044834),Johanneskapelle,605
HALTESTELLEWLOGD.593,POINT (16.319359898350232 48.19851015063712),Johnstraße,606
HALTESTELLEWLOGD.594,POINT (16.430319898519546 48.25127015060519),Josef-Baumann-Gasse,607
HALTESTELLEWLOGD.595,POINT (16.37145989900413 48.151830150680226),Josef-Enslein-Platz,608
HALTESTELLEWLOGD.596,POINT (16.39728989869893 48.20991015011992),Josef-Gall-Gasse,609
HALTESTELLEWLOGD.597,POINT (16.294049899055242 48.13003015054163),Josef-Meder-Gasse,610
HALTESTELLEWLOGD.598,POINT (16.40103989898981 48.246020150639524),Josef-Melichar-Gasse,611
HALTESTELLEWLOGD.599,POINT (16.23350989914524 48.21120015040907),Josef-Ressel-Straße,612
HALTESTELLEWLOGD.600,POINT (16.301709898479434 48.147310150621045),Josef-Österreicher-Gasse,613
HALTESTELLEWLOGD.601,POINT (16.333869898707416 48.27976015082261),Elisabethwiese,614
HALTESTELLEWLOGD.602,POINT (16.33908989897691 48.21101015034122),Josefstädter Straße,615
HALTESTELLEWLOGD.603,POINT (16.375599899611444 48.17073015049758),Inzersdorfer Str/Ettenreichg,616
HALTESTELLEWLOGD.604,POINT (16.420219899647403 48.23396015024972),Julius-Payer-Gasse,618
HALTESTELLEWLOGD.605,POINT (16.38284989873275 48.211280150606356),Julius-Raab-Platz,619
HALTESTELLEWLOGD.606,POINT (16.4058298989904 48.22104015090657),Jungstraße,620
HALTESTELLEWLOGD.607,POINT (16.392829898717643 48.149360150678284),Jura-Soyfer-Gasse,621
HALTESTELLEWLOGD.608,POINT (16.421879899482345 48.275960150979195),Justgasse,622
HALTESTELLEWLOGD.609,POINT (16.440439899195642 48.25616015080095),Jüptnergasse,623
HALTESTELLEWLOGD.610,POINT (16.483419899771118 48.20993015067929),In der Au,624
HALTESTELLEWLOGD.611,POINT (16.246239897936352 48.22400015022292),Jägerwaldsiedlung,625
HALTESTELLEWLOGD.612,POINT (16.43368989881662 48.24387015072315),Kagran,627
HALTESTELLEWLOGD.613,POINT (16.49249989955705 48.232550150379055),Hagedornweg,628
HALTESTELLEWLOGD.614,POINT (16.463589899316844 48.252170150986835),Breitenleer Straße,629
HALTESTELLEWLOGD.615,POINT (16.44869989918117 48.23939015099468),Kagraner Anger,630
HALTESTELLEWLOGD.616,POINT (16.430169898853237 48.23936015047084),Kagraner Brücke,631
HALTESTELLEWLOGD.617,POINT (16.446269899786692 48.25361015091504),Kagraner Friedhof,632
HALTESTELLEWLOGD.618,POINT (16.443309899448792 48.25004015092262),Kagraner Platz,633
HALTESTELLEWLOGD.619,POINT (16.33602989815585 48.27671015070633),Kahlenberg,634
HALTESTELLEWLOGD.620,POINT (16.356669898113893 48.274390150348125),Kahlenbergerdorf,635
HALTESTELLEWLOGD.621,POINT (16.470549898733267 48.203610151101415),Korbweidenweg,636
HALTESTELLEWLOGD.622,POINT (16.266759898698847 48.135900150696536),Kaiser-Franz-Josef-Straße,637
HALTESTELLEWLOGD.623,POINT (16.453449899210245 48.15868015098261),Kaiserebersdorfer Friedhof,638
HALTESTELLEWLOGD.624,POINT (16.470669899150508 48.15998015064553),"Kaiserebersdorf, Zinnergasse",639
HALTESTELLEWLOGD.625,POINT (16.402789899624157 48.24723015039366),Angelibad,640
HALTESTELLEWLOGD.626,POINT (16.41589989896356 48.232390150160235),Kaisermühlen-VIC,641
HALTESTELLEWLOGD.627,POINT (16.44086989975303 48.2132401508703),Kaisermühlenstraße,642
HALTESTELLEWLOGD.628,POINT (16.341589899567825 48.196500150843086),Kaiserstraße,643
HALTESTELLEWLOGD.629,POINT (16.34003989955886 48.20432015044297),Kaiserstraße/Burggasse,644
HALTESTELLEWLOGD.630,POINT (16.339679899236344 48.20603015005408),Kaiserstraße/Neustiftgasse,645
HALTESTELLEWLOGD.631,POINT (16.340509899154515 48.20183015058384),Kaiserstraße/Westbahnstraße,646
HALTESTELLEWLOGD.632,POINT (16.245429898313358 48.13764015060546),Kalksburg Kirchenplatz,647
HALTESTELLEWLOGD.633,POINT (16.31802989890616 48.24493015069371),Kammerergasse,648
HALTESTELLEWLOGD.634,POINT (16.456069899022147 48.21265015047893),Kanalstraße,649
HALTESTELLEWLOGD.635,POINT (16.46837989980878 48.215290151039085),Wulzendorfstraße/Kapellenweg,650
HALTESTELLEWLOGD.636,POINT (16.483539899624144 48.24884015083099),Kapellergasse,651
HALTESTELLEWLOGD.637,POINT (16.422639899508706 48.18635015064512),Kappgasse,652
HALTESTELLEWLOGD.638,POINT (16.399759899397356 48.197690150632404),Kardinal-Nagl-Platz,653
HALTESTELLEWLOGD.639,POINT (16.37358989958694 48.22839015084632),Karl-Meißl-Straße,654
HALTESTELLEWLOGD.640,POINT (16.276909899044487 48.14930015002893),Karl-Schwed-Gasse,655
HALTESTELLEWLOGD.641,POINT (16.321619898904125 48.13050015029976),Triester Straße/Karl-Tornay-G,656
HALTESTELLEWLOGD.642,POINT (16.369029899090567 48.20076015018856),Karlsplatz,657
HALTESTELLEWLOGD.643,POINT (16.3882998988031 48.18073015050975),Arsenal Objekt 5,658
HALTESTELLEWLOGD.644,POINT (16.380359898927622 48.215760150619325),Karmeliterplatz,659
HALTESTELLEWLOGD.645,POINT (16.323739899108293 48.250620150289215),Karthäuserstraße,660
HALTESTELLEWLOGD.646,POINT (16.259059899409966 48.14893015068745),Kaserngasse,661
HALTESTELLEWLOGD.647,POINT (16.35404989890866 48.197640150212564),Haus des Meeres,662
HALTESTELLEWLOGD.648,POINT (16.305029899557532 48.125860150281255),Kellerberggasse,663
HALTESTELLEWLOGD.649,POINT (16.351559899355543 48.20531015056253),Kellermanngasse,664
HALTESTELLEWLOGD.650,POINT (16.29614989884482 48.219960150628694),Kempfengerngasse,665
HALTESTELLEWLOGD.651,POINT (16.37652989854511 48.17813015087509),Keplerplatz,666
HALTESTELLEWLOGD.652,POINT (16.47185989927258 48.15479015059699),Dreherstraße/Hoefftgasse,667
HALTESTELLEWLOGD.653,POINT (16.249699898744776 48.21734015011197),Kerbelgasse,668
HALTESTELLEWLOGD.654,POINT (16.318929898500468 48.213530150833606),Ottakringer Straße/Wattgasse,669
HALTESTELLEWLOGD.655,POINT (16.358979898952093 48.196740150260425),Kettenbrückengasse,670
HALTESTELLEWLOGD.656,POINT (16.3072398994793 48.12778015045552),Ketzergasse/Lemböckgasse,671
HALTESTELLEWLOGD.657,POINT (16.288539898403446 48.250840150549145),Keylwerthgasse,672
HALTESTELLEWLOGD.658,POINT (16.306919898887035 48.24352015084309),Khevenhüllerstraße,673
HALTESTELLEWLOGD.659,POINT (16.321929899137324 48.162600150208284),Khleslplatz,674
HALTESTELLEWLOGD.660,POINT (16.457799898990398 48.218510150284324),Kiefernplatz,675
HALTESTELLEWLOGD.661,POINT (16.45717989884215 48.20000015061157),Kierischitzweg,676
HALTESTELLEWLOGD.662,POINT (16.331109898782085 48.1463201501292),Kinskygasse/Rossakgasse,677
HALTESTELLEWLOGD.663,POINT (16.352849898719835 48.19963015076835),Kirchengasse/Neubaugasse,678
HALTESTELLEWLOGD.664,POINT (16.308509898606253 48.15947015016136),Kirchfeldgasse,679
HALTESTELLEWLOGD.665,POINT (16.332159899269335 48.2068501508422),Kirchstetterngasse,680
HALTESTELLEWLOGD.666,POINT (16.3462998984891 48.15491015040516),Jungbauerweg,681
HALTESTELLEWLOGD.667,POINT (16.519539899671557 48.214490151049134),Kirschenallee,682
HALTESTELLEWLOGD.668,POINT (16.445489899736877 48.20826015025785),Campingplatz Kleehäufel,683
HALTESTELLEWLOGD.669,POINT (16.452989899856096 48.16056015045931),Klebindergraben,684
HALTESTELLEWLOGD.670,POINT (16.423809899633806 48.1313801502348),Klederinger Straße,685
HALTESTELLEWLOGD.671,POINT (16.25986989880956 48.16688015072297),Kleiner Ring,686
HALTESTELLEWLOGD.672,POINT (16.311099898662636 48.24823015007582),Kleingartenverein Hackenberg,687
HALTESTELLEWLOGD.673,POINT (16.390509898596314 48.193590150357814),Kleistgasse,688
HALTESTELLEWLOGD.674,POINT (16.36445989877714 48.1828001501172),Kliebergasse,689
HALTESTELLEWLOGD.675,POINT (16.301079898464618 48.17277015011797),Klimtgasse,690
HALTESTELLEWLOGD.676,POINT (16.295629898779538 48.1411201507479),Klostermanngasse,691
HALTESTELLEWLOGD.677,POINT (16.36515989903124 48.23724015020869),Klosterneuburger Straße,692
HALTESTELLEWLOGD.678,POINT (16.522049899071202 48.22919015058173),Knollergasse,693
HALTESTELLEWLOGD.679,POINT (16.29314989885622 48.14553014996983),Knotzenbachgasse,694
HALTESTELLEWLOGD.680,POINT (16.23924989824448 48.22094015027512),Knödelhüttenstraße,695
HALTESTELLEWLOGD.681,POINT (16.351449899681104 48.18782015061482),Kohlgasse,696
HALTESTELLEWLOGD.682,POINT (16.36035989949638 48.14458015020962),Kolbegasse,697
HALTESTELLEWLOGD.683,POINT (16.300999898411334 48.218360150623724),Kollburggasse,698
HALTESTELLEWLOGD.684,POINT (16.39326989901531 48.26583015072792),Koloniestraße,699
HALTESTELLEWLOGD.685,POINT (16.34142989917066 48.13868015074862),Slamastraße,700
HALTESTELLEWLOGD.686,POINT (16.457809899688137 48.228050150331626),Konstanziagasse,701
HALTESTELLEWLOGD.687,POINT (16.412939899036598 48.177490150388415),Hauffgasse,702
HALTESTELLEWLOGD.688,POINT (16.282569898698437 48.13583015018236),Dirmhirngasse,703
HALTESTELLEWLOGD.689,POINT (16.324299899292303 48.20802015031587),Koppstraße/Panikengasse,704
HALTESTELLEWLOGD.690,POINT (16.336729898416277 48.20617015039563),Koppstraße/Thaliastraße,705
HALTESTELLEWLOGD.691,POINT (16.33921989878739 48.186140150271825),Korbergasse,706
HALTESTELLEWLOGD.692,POINT (16.275029898719083 48.13686015010679),Korbgasse,707
HALTESTELLEWLOGD.693,POINT (16.366879899220127 48.16091015085018),Kornauthgasse,708
HALTESTELLEWLOGD.694,POINT (16.396359898665587 48.22438015057863),Ernst-Melchior-Gasse,709
HALTESTELLEWLOGD.695,POINT (16.27936989872416 48.16897015069492),Krankenhaus Hietzing,710
HALTESTELLEWLOGD.696,POINT (16.307759898926957 48.231830150574595),KGV Alsrückenweg,711
HALTESTELLEWLOGD.697,POINT (16.33260989954049 48.19201015076501),Kranzgasse,712
HALTESTELLEWLOGD.698,POINT (16.3243598992567 48.26875015020747),Krapfenwaldgasse,713
HALTESTELLEWLOGD.699,POINT (16.329899898133444 48.241430150587085),Kratzlgasse,714
HALTESTELLEWLOGD.700,POINT (16.420389898774694 48.17445015093929),Krausegasse,715
HALTESTELLEWLOGD.701,POINT (16.449249899459417 48.248510150404016),Kraygasse,716
HALTESTELLEWLOGD.702,POINT (16.366689898618517 48.25458015055053),Kreilplatz,717
HALTESTELLEWLOGD.703,POINT (16.320629899141153 48.22942015077278),Krenngasse,718
HALTESTELLEWLOGD.704,POINT (16.286129898112755 48.225470150749985),Kretschekgasse,719
HALTESTELLEWLOGD.705,POINT (16.499529899617993 48.240650151073375),Podhagskygasse,720
HALTESTELLEWLOGD.706,POINT (16.396049898681163 48.15498015068709),Kronawettergasse,721
HALTESTELLEWLOGD.707,POINT (16.359579899868866 48.13944015067066),Kronfußgasse,722
HALTESTELLEWLOGD.708,POINT (16.34128989905586 48.24010015080121),Krottenbachstraße,723
HALTESTELLEWLOGD.709,POINT (16.34249989866057 48.14116015035134),Kolpingstraße,724
HALTESTELLEWLOGD.710,POINT (16.398379899461094 48.24624015075691),Kugelfanggasse,725
HALTESTELLEWLOGD.711,POINT (16.30403989865943 48.141070149981566),Kugelmanngasse,726
HALTESTELLEWLOGD.712,POINT (16.35536989935561 48.175830150072),Kundratstraße,727
HALTESTELLEWLOGD.713,POINT (16.301699899547412 48.15389015021664),Kunerolgasse,728
HALTESTELLEWLOGD.714,POINT (16.4016298992826 48.15201015010982),Kurpark Nordeingang,729
HALTESTELLEWLOGD.715,POINT (16.395929898809285 48.211850150959734),Kurzbauergasse,730
HALTESTELLEWLOGD.716,POINT (16.402789898708523 48.14204015091403),"Oberlaa, Therme Wien",731
HALTESTELLEWLOGD.717,POINT (16.344819899032714 48.22619015041509),Kutschkergasse,732
HALTESTELLEWLOGD.718,POINT (16.418179899509767 48.213640150967834),Pensionisten-Wohnhaus Prater,733
HALTESTELLEWLOGD.719,POINT (16.370339898949943 48.20361015036336),Kärntner Straße,734
HALTESTELLEWLOGD.720,POINT (16.40507989933363 48.13816015063783),Kästenbaumgasse,735
HALTESTELLEWLOGD.721,POINT (16.3857098986926 48.19113015084292),Kölblgasse,736
HALTESTELLEWLOGD.722,POINT (16.357269899339304 48.19853015035013),Stiegengasse,737
HALTESTELLEWLOGD.723,POINT (16.399459899669353 48.14252015038791),Laaer-Berg-Straße,738
HALTESTELLEWLOGD.724,POINT (16.25699989926866 48.1668201501318),Lainzer Tor,740
HALTESTELLEWLOGD.725,POINT (16.336949898721304 48.14051015032061),Lamezanstraße,741
HALTESTELLEWLOGD.726,POINT (16.35692989831454 48.21450015046361),Landesgerichtsstraße,742
HALTESTELLEWLOGD.727,POINT (16.384589899507056 48.20605015027631),Landstraße-Wien Mitte,743
HALTESTELLEWLOGD.728,POINT (16.268169898247745 48.17621015005014),Lafitegasse,744
HALTESTELLEWLOGD.729,POINT (16.470429899035654 48.16874015039056),Landwehrstraße,745
HALTESTELLEWLOGD.730,POINT (16.44027989924707 48.226940151041205),Industriestraße/Lange Allee,746
HALTESTELLEWLOGD.731,POINT (16.35095989855609 48.21497015047413),Lange Gasse,747
HALTESTELLEWLOGD.732,POINT (16.44378989932628 48.26986015072429),Langfeldgasse,748
HALTESTELLEWLOGD.733,POINT (16.45473989919052 48.22449015076633),Langobardenstraße,749
HALTESTELLEWLOGD.734,POINT (16.4001798997674 48.158120150855936),Langsulzgasse,750
HALTESTELLEWLOGD.735,POINT (16.510259898826764 48.21471015096679),Lannesstraße,751
HALTESTELLEWLOGD.736,POINT (16.402619899173988 48.22355015070895),Lassallestraße,752
HALTESTELLEWLOGD.737,POINT (16.348999899097024 48.2132501508319),Laudongasse,753
HALTESTELLEWLOGD.738,POINT (16.308119898532514 48.20195014997272),Laurentiusplatz,754
HALTESTELLEWLOGD.739,POINT (16.362479898799933 48.18535015022241),Laurenzgasse,755
HALTESTELLEWLOGD.740,POINT (16.286249898705872 48.18942015051486),St.-Veit-Gasse,756
HALTESTELLEWLOGD.741,POINT (16.452989899548722 48.282860150623314),Lavantgasse,757
HALTESTELLEWLOGD.742,POINT (16.450079898426644 48.282200150393045),Lavantgasse/Schule,758
HALTESTELLEWLOGD.743,POINT (16.324949899446686 48.13567015053571),Schönbrunner Allee,759
HALTESTELLEWLOGD.744,POINT (16.370419899623542 48.169100150631984),Laxenburger Straße/Troststraße,760
HALTESTELLEWLOGD.745,POINT (16.36842989912553 48.16504015013613),Laxenburger Straße/Raxstraße,761
HALTESTELLEWLOGD.746,POINT (16.351719899335578 48.21898015025499),Lazarettgasse,762
HALTESTELLEWLOGD.747,POINT (16.39950989981036 48.18770015092947),Leberstraße/Sankt Marx,763
HALTESTELLEWLOGD.748,POINT (16.290369899027915 48.20340015018959),Lebingergasse,764
HALTESTELLEWLOGD.749,POINT (16.405059899127632 48.19661015040751),Lechnerstraße,765
HALTESTELLEWLOGD.750,POINT (16.528479899132012 48.21774015086538),Rosenbergstraße,766
HALTESTELLEWLOGD.751,POINT (16.520529899379902 48.225240150486364),Lehenstraße,767
HALTESTELLEWLOGD.752,POINT (16.362919898933338 48.189960150628295),Leibenfrostgasse,768
HALTESTELLEWLOGD.753,POINT (16.450589898486296 48.27734015082283),Leopoldau,769
HALTESTELLEWLOGD.754,POINT (16.52930989889144 48.219860151002784),Wehrbrücklstraße/Gernotgasse,770
HALTESTELLEWLOGD.755,POINT (16.440929898997634 48.2634001508597),Leopoldauer Platz,771
HALTESTELLEWLOGD.756,POINT (16.495159899163863 48.233980150496556),Resedaweg,772
HALTESTELLEWLOGD.757,POINT (16.435869898656637 48.26270015037696),Leopoldauer Straße,773
HALTESTELLEWLOGD.758,POINT (16.29172989856688 48.14169015058905),Leopoldigasse,774
HALTESTELLEWLOGD.759,POINT (16.344439898372258 48.2790001501515),Leopoldsberg,775
HALTESTELLEWLOGD.760,POINT (16.399629899876565 48.1379601501708),Leopoldsdorfer Straße,776
HALTESTELLEWLOGD.761,POINT (16.35574989896139 48.20688015049633),Auerspergstraße,777
HALTESTELLEWLOGD.762,POINT (16.470199898848882 48.21870015095258),Langobardenstraße/Kapellenweg,778
HALTESTELLEWLOGD.763,POINT (16.302379899072466 48.198120150097296),Leyserstraße,780
HALTESTELLEWLOGD.764,POINT (16.37719989872751 48.24378015023791),Leystraße,781
HALTESTELLEWLOGD.765,POINT (16.330729898544046 48.160220150231616),Lichtensterngasse,782
HALTESTELLEWLOGD.766,POINT (16.330009898685994 48.20987015053076),Thaliastraße/Haberlgasse,783
HALTESTELLEWLOGD.767,POINT (16.306789898099847 48.22262015088311),Liebknechtgasse,784
HALTESTELLEWLOGD.768,POINT (16.458559898749826 48.258740151114715),Lieblgasse,785
HALTESTELLEWLOGD.769,POINT (16.356149898788285 48.23282015069706),Liechtenwerder Platz,786
HALTESTELLEWLOGD.770,POINT (16.542079899627097 48.214330150732714),Lieglerstraße,787
HALTESTELLEWLOGD.771,POINT (16.283999899376372 48.13481015053615),Liesing,788
HALTESTELLEWLOGD.772,POINT (16.281409899131752 48.132430150215036),Liesing Bad,789
HALTESTELLEWLOGD.773,POINT (16.289369898900777 48.13417015057371),Liesing Feuerwache,790
HALTESTELLEWLOGD.774,POINT (16.29453989902455 48.13352015061734),Liesing Friedhof,791
HALTESTELLEWLOGD.775,POINT (16.33421989832885 48.20406015014119),Moeringgasse,792
HALTESTELLEWLOGD.776,POINT (16.280389899482454 48.1406201503146),Liesing Schulzentrum,793
HALTESTELLEWLOGD.777,POINT (16.414499899235288 48.13441015055971),Liesingbachbrücke,794
HALTESTELLEWLOGD.778,POINT (16.267079898285115 48.139040150349146),Breitenfurter Brücke,795
HALTESTELLEWLOGD.779,POINT (16.30616989873291 48.13654015014993),Liesinger-Flur-Gasse,796
HALTESTELLEWLOGD.780,POINT (16.38355989886229 48.27015015019876),Liesneckgasse,797
HALTESTELLEWLOGD.781,POINT (16.39120989978499 48.17849015088923),Lilienthalgasse,798
HALTESTELLEWLOGD.782,POINT (16.258959898375743 48.144790150167836),Lindauergasse,799
HALTESTELLEWLOGD.783,POINT (16.432159899841807 48.1699501506984),Lindenbauergasse,800
HALTESTELLEWLOGD.784,POINT (16.319179899405036 48.156690150259756),Linienamt,801
HALTESTELLEWLOGD.785,POINT (16.33772989916633 48.237080150351176),Linneplatz,803
HALTESTELLEWLOGD.786,POINT (16.378609899608005 48.19906015025906),Lisztstraße,804
HALTESTELLEWLOGD.787,POINT (16.40550989932213 48.18397015032101),Litfaßstraße,805
HALTESTELLEWLOGD.788,POINT (16.449189899499387 48.205520150983894),Lobau,806
HALTESTELLEWLOGD.789,POINT (16.278409899595836 48.13589015059023),Löwenthalgasse,807
HALTESTELLEWLOGD.790,POINT (16.48691989902467 48.20538015046454),Lobaugasse,808
HALTESTELLEWLOGD.791,POINT (16.49190989986966 48.177180150793795),Lobgrundstraße,809
HALTESTELLEWLOGD.792,POINT (16.368939898831965 48.28231015024827),Lohnergasse,810
HALTESTELLEWLOGD.793,POINT (16.492369899019884 48.21730015040416),Lohwaggasse,811
HALTESTELLEWLOGD.794,POINT (16.395549899290234 48.2712501502078),Lokomotivgasse,812
HALTESTELLEWLOGD.795,POINT (16.383299898689884 48.23616015019565),Lorenz-Böhler-Unfallkrankenh,813
HALTESTELLEWLOGD.796,POINT (16.413869898841238 48.171910150697485),Lorystraße,814
HALTESTELLEWLOGD.797,POINT (16.419549899527873 48.16650015097214),Anton-Stilling-Platz,815
HALTESTELLEWLOGD.798,POINT (16.49427989974758 48.23188015079186),Margeritenweg,816
HALTESTELLEWLOGD.799,POINT (16.405339899043163 48.202660150623494),Lukschgasse,817
HALTESTELLEWLOGD.800,POINT (16.439459898645545 48.19296015068257),Lusthaus,818
HALTESTELLEWLOGD.801,POINT (16.295589898691606 48.19431015028559),Linzer Straße/Lützowgasse,819
HALTESTELLEWLOGD.802,POINT (16.335599898891203 48.184950150753984),Längenfeldgasse,820
HALTESTELLEWLOGD.803,POINT (16.409419899670443 48.19602015015216),Ludwig-Koeßler-Platz,821
HALTESTELLEWLOGD.804,POINT (16.45603989942951 48.26154015064122),Maculangasse,822
HALTESTELLEWLOGD.805,POINT (16.26315989827272 48.13582015059702),Maireckergasse,823
HALTESTELLEWLOGD.806,POINT (16.37619989936041 48.22027015082886),Malzgasse,824
HALTESTELLEWLOGD.807,POINT (16.492039899296362 48.15805015096097),Mannswörther Straße,825
HALTESTELLEWLOGD.808,POINT (16.29282989948465 48.1414601505149),Marenabrücke,826
HALTESTELLEWLOGD.809,POINT (16.342199898453476 48.18836015009039),Margaretengürtel,827
HALTESTELLEWLOGD.810,POINT (16.486679898986694 48.23198015094121),Hausfeldstr/Ostbahnbegleitstr,828
HALTESTELLEWLOGD.811,POINT (16.356449898629876 48.192060150172075),Margaretenpl/Schönbrunner Str,829
HALTESTELLEWLOGD.812,POINT (16.357859899618628 48.19105015044117),Margaretenplatz,830
HALTESTELLEWLOGD.813,POINT (16.465549900050874 48.17586015078285),Margetinstraße,831
HALTESTELLEWLOGD.814,POINT (16.22661989894346 48.208480150218016),Mariabrunn,832
HALTESTELLEWLOGD.815,POINT (16.33879989878628 48.193040150300035),Mariahilfer Gürtel,833
HALTESTELLEWLOGD.816,POINT (16.330879898852274 48.19159015052485),Mariahilfer Str/Arnsteingasse,834
HALTESTELLEWLOGD.817,POINT (16.36140989937554 48.20254015040377),Museumsquartier,835
HALTESTELLEWLOGD.818,POINT (16.275219899210814 48.1379201502119),Aquäduktsteg,836
HALTESTELLEWLOGD.819,POINT (16.27766989909472 48.13706015007143),Alte Brauerei Liesing,837
HALTESTELLEWLOGD.820,POINT (16.3773498996152 48.21312015032947),Marienbrücke,838
HALTESTELLEWLOGD.821,POINT (16.454799899410947 48.250260150349675),Markomannenstraße,839
HALTESTELLEWLOGD.822,POINT (16.306499898156385 48.21345015076164),Thaliastraße/Maroltingergasse,840
HALTESTELLEWLOGD.823,POINT (16.30346989875402 48.165540150448884),Marschallplatz,841
HALTESTELLEWLOGD.824,POINT (16.277139898282677 48.24013014997841),Exelbergstraße/Marswiese,842
HALTESTELLEWLOGD.825,POINT (16.342259899003686 48.226620150359146),Martinstraße,843
HALTESTELLEWLOGD.826,POINT (16.344239899022078 48.180460150127274),Marx-Meidlinger-Straße,844
HALTESTELLEWLOGD.827,POINT (16.38658989864362 48.207420150179686),Marxergasse,845
HALTESTELLEWLOGD.828,POINT (16.290809898264833 48.20866014996294),Matschgasse,846
HALTESTELLEWLOGD.829,POINT (16.474589898993603 48.20514015082448),Marderweg,847
HALTESTELLEWLOGD.830,POINT (16.394729899128194 48.25386015026975),Matthäus-Jiszda-Straße,848
HALTESTELLEWLOGD.831,POINT (16.359159899158822 48.180600150422556),Matzleinsdorfer Platz,849
HALTESTELLEWLOGD.832,POINT (16.28227989862025 48.140280150370934),Mehlführergasse,850
HALTESTELLEWLOGD.833,POINT (16.262279898977802 48.1445301500048),Maurer Berg,852
HALTESTELLEWLOGD.834,POINT (16.27515989864453 48.15447015038939),Maurer Friedhof,853
HALTESTELLEWLOGD.835,POINT (16.26883989917655 48.15055015069351),Maurer Hauptplatz,854
HALTESTELLEWLOGD.836,POINT (16.268129898480105 48.147390150497756),Maurer Lange Gasse,855
HALTESTELLEWLOGD.837,POINT (16.389539899437374 48.150880150810636),Max-Fleischer-Gasse,856
HALTESTELLEWLOGD.838,POINT (16.328949899192793 48.1575401508387),Max-Hegele-Weg,857
HALTESTELLEWLOGD.839,POINT (16.409239899340037 48.16296015070169),Max-Mauermann-Gasse,858
HALTESTELLEWLOGD.840,POINT (16.366969899076555 48.19260015083048),Mayerhofgasse,859
HALTESTELLEWLOGD.841,POINT (16.38143989887144 48.29392015082701),Mayerweckstraße,860
HALTESTELLEWLOGD.842,POINT (16.3254598985745 48.21600015041833),Mayssengasse,861
HALTESTELLEWLOGD.843,POINT (16.50461989890172 48.238060150632705),Mayredergasse,862
HALTESTELLEWLOGD.844,POINT (16.32855989903266 48.183500150753005),Meidling Hauptstraße,863
HALTESTELLEWLOGD.845,POINT (16.329759899319825 48.17816015077143),Meidlinger Hauptstr/Pohlgasse,864
HALTESTELLEWLOGD.846,POINT (16.33514989915166 48.17534015086175),Dörfelstraße,865
HALTESTELLEWLOGD.847,POINT (16.323679898666782 48.141210150209794),Meischlgasse,867
HALTESTELLEWLOGD.848,POINT (16.52130989992998 48.227250150558916),Memlinggasse,868
HALTESTELLEWLOGD.849,POINT (16.446739899119773 48.2434001504326),Mergenthalerplatz,869
HALTESTELLEWLOGD.850,POINT (16.249559899192352 48.20767015005866),Merkurweg,870
HALTESTELLEWLOGD.851,POINT (16.378019899106306 48.27242015103013),Meyerbeergasse,872
HALTESTELLEWLOGD.852,POINT (16.366499899528165 48.20800015044659),Michaelerplatz,873
HALTESTELLEWLOGD.853,POINT (16.343989899519368 48.22106015045305),Michelbeuern-AKH,874
HALTESTELLEWLOGD.854,POINT (16.27711989917114 48.13685015076299),Fabergasse,875
HALTESTELLEWLOGD.855,POINT (16.36462989869897 48.16669015050469),Migerkastraße,876
HALTESTELLEWLOGD.856,POINT (16.31318989822234 48.2031301500378),Minciostraße,877
HALTESTELLEWLOGD.857,POINT (16.281949898428444 48.23142015079543),Mitterberg,878
HALTESTELLEWLOGD.858,POINT (16.415059898883065 48.16536015068785),Mitterfeldgasse,879
HALTESTELLEWLOGD.859,POINT (16.484649899349776 48.227340150673996),Mittleres Hausfeld,880
HALTESTELLEWLOGD.860,POINT (16.418399899210097 48.18849015091202),Erdbergstraße/Modecenterstraße,881
HALTESTELLEWLOGD.861,POINT (16.34535989934465 48.1878701503156),Mauthausgasse,883
HALTESTELLEWLOGD.862,POINT (16.42444989923271 48.22540015020958),Mendelssohngasse,884
HALTESTELLEWLOGD.863,POINT (16.40787989967179 48.181740150397026),Molitorgasse,885
