FID,SHAPE,BEZEICHNUNG,WL_NUMMER
HALTESTELLEWLOGD.1424,POINT (16.332779899389894 48.171470150786284),Am Europlatz,1508
HALTESTELLEWLOGD.1425,POINT (16.347239898999472 48.23312015075319),Währinger Park,1509
HALTESTELLEWLOGD.1426,POINT (16.349559899351533 48.225110150762426),Währinger Straße-Volksoper,1510
HALTESTELLEWLOGD.1427,POINT (16.371489898253305 48.24088015097237),Adalbert-Stifter-Str./Jägerstr,1511
HALTESTELLEWLOGD.1428,POINT (16.4873098992315 48.217130150971485),Zachgasse,1512
HALTESTELLEWLOGD.1429,POINT (16.37535989860609 48.27480015098645),Zallingergasse,1513
HALTESTELLEWLOGD.1430,POINT (16.32860989895405 48.156980150466865),Zanaschkagasse,1514
HALTESTELLEWLOGD.1431,POINT (16.483469899137027 48.24038015114931),Zanggasse,1515
HALTESTELLEWLOGD.1432,POINT (16.428219898741926 48.26248015057912),Serpentingasse,1516
HALTESTELLEWLOGD.1433,POINT (16.286179898220528 48.19450015030554),Linzer Straße/Zehetnergasse,1517
HALTESTELLEWLOGD.1434,POINT (16.360549898459183 48.186300150784035),Zentaplatz,1518
HALTESTELLEWLOGD.1435,POINT (16.426089899537665 48.15409015051494),Zentralfriedhof,1519
HALTESTELLEWLOGD.1436,POINT (16.433409899546376 48.15899015021616),Zentralfriedhof 1.Tor,1520
HALTESTELLEWLOGD.1437,POINT (16.44205989939291 48.15456015070454),Zentralfriedhof 2.Tor,1521
HALTESTELLEWLOGD.1438,POINT (16.449249899392285 48.15258015033051),Zentralfriedhof 3.Tor,1522
HALTESTELLEWLOGD.1439,POINT (16.45324990003607 48.15155015067042),Zentralfriedhof 4.Tor,1523
HALTESTELLEWLOGD.1440,POINT (16.45775989893397 48.14989015072012),Hauptwerkstätte,1525
HALTESTELLEWLOGD.1441,POINT (16.32829989929178 48.227540150252516),Simonygasse,1526
HALTESTELLEWLOGD.1442,POINT (16.488719898961566 48.25138015046521),Ziegelhofstr/Breitenleer Str,1527
HALTESTELLEWLOGD.1443,POINT (16.48988989934735 48.25367015083707),Ziegelhofstraße/Agavenweg,1528
HALTESTELLEWLOGD.1444,POINT (16.360219898807426 48.192400150045586),Ziegelofengasse,1529
HALTESTELLEWLOGD.1445,POINT (16.34536989880264 48.19697015037416),Zieglergasse,1530
HALTESTELLEWLOGD.1446,POINT (16.345129898882576 48.20430015068985),Zieglergasse/Burggasse,1531
HALTESTELLEWLOGD.1447,POINT (16.345099899204843 48.20568015082073),Zieglergasse/Neustiftgasse,1532
HALTESTELLEWLOGD.1448,POINT (16.3449698995845 48.20181015049534),Zieglergasse/Westbahnstraße,1533
HALTESTELLEWLOGD.1449,POINT (16.535859899215364 48.22701015097162),Zifferergasse,1534
HALTESTELLEWLOGD.1450,POINT (16.476659899986426 48.17045015032952),Zinnergasse,1535
HALTESTELLEWLOGD.1451,POINT (16.458199899765816 48.18290015106136),Hafen Wien Freudenau Süd,1536
HALTESTELLEWLOGD.1452,POINT (16.469169899672668 48.22407015109063),Zschokkegasse,1537
HALTESTELLEWLOGD.1453,POINT (16.389599898902667 48.14059015063633),Kurt-Tichy-Gasse,1538
HALTESTELLEWLOGD.1454,POINT (16.46059989924882 48.251680151038556),Ludwig-Reindl-Gasse,1539
HALTESTELLEWLOGD.1455,POINT (16.434569899067846 48.28595015056282),Allissen,1540
HALTESTELLEWLOGD.1456,POINT (16.40173989869838 48.28218015036786),Ödenburger Straße/Schulzentrum,1541
HALTESTELLEWLOGD.1457,POINT (16.5097699002345 48.16616015046067),Ölhafen,1542
HALTESTELLEWLOGD.1458,POINT (16.50752990008796 48.16746015025094),Finsterbuschstraße/Öllager,1543
HALTESTELLEWLOGD.1459,POINT (16.37981989858945 48.26931015078619),Überfuhrstraße,1544
HALTESTELLEWLOGD.1460,POINT (16.333999899530195 48.17664015030857),Zeleborgasse,1545
HALTESTELLEWLOGD.1461,POINT (16.32644989897107 48.177310150224756),Ratschkygasse,1546
HALTESTELLEWLOGD.1462,POINT (16.418789898616765 48.299840150698465),Karl-Lothringer-Straße,1547
HALTESTELLEWLOGD.1463,POINT (16.3915898990007 48.199180150940634),Ziehrerplatz,1548
HALTESTELLEWLOGD.1464,POINT (16.411309899729407 48.20117015082157),Rustenschacherallee,1549
HALTESTELLEWLOGD.1465,POINT (16.299189899181396 48.18080015056297),Tiroler Gasse,1550
HALTESTELLEWLOGD.1466,POINT (16.465899899362277 48.21068015037473),Binsenweg/Am Mühlwasser,1551
HALTESTELLEWLOGD.1467,POINT (16.401919899068904 48.26485015028227),Bahnsteggasse,1554
HALTESTELLEWLOGD.1468,POINT (16.279629898700556 48.19994015081694),Tinterstr/Baumgartner Friedhof,1555
HALTESTELLEWLOGD.1469,POINT (16.334899898661362 48.17694015017287),Dörfelstraße/Wilhelmstraße,1557
HALTESTELLEWLOGD.1470,POINT (16.339239898649076 48.20841015051704),Lerchenfelder Straße,1558
HALTESTELLEWLOGD.1471,POINT (16.348759898822426 48.209630150352),Lederergasse,1559
HALTESTELLEWLOGD.1472,POINT (16.301849899143942 48.19235015040549),Cumberlandstraße,1561
HALTESTELLEWLOGD.1473,POINT (16.241309898667694 48.20965015075493),Pfarrwiesenstraße,1562
HALTESTELLEWLOGD.1474,POINT (16.27020989857614 48.24397015026225),Exelbergstraße/Parkplatz,1564
HALTESTELLEWLOGD.1475,POINT (16.263589898405307 48.245720150657846),Rohrerhüttenweg,1565
HALTESTELLEWLOGD.1476,POINT (16.337959898740493 48.19532015052194),Gerstnerstraße/Westbhf,1566
HALTESTELLEWLOGD.1477,POINT (16.379259898383506 48.285240150401535),Scheydgasse/Autokaderstraße,1567
HALTESTELLEWLOGD.1478,POINT (16.414419899087903 48.199490150937486),Klaschkaweg,1568
HALTESTELLEWLOGD.1479,POINT (16.384559899139482 48.291400150163575),Meriangasse,1569
HALTESTELLEWLOGD.1480,POINT (16.350079898664127 48.230840150423376),Marsanogasse/Btf. Gürtel,1570
HALTESTELLEWLOGD.1481,POINT (16.34782989949094 48.16914015008275),Business-Park Vienna,1571
HALTESTELLEWLOGD.1482,POINT (16.357739899593476 48.169000150562375),Graffgasse,1572
HALTESTELLEWLOGD.1483,POINT (16.421459899877217 48.16056015080208),Firma ÖAG,1574
HALTESTELLEWLOGD.1484,POINT (16.423349899713568 48.157500150307456),Firma Schachinger,1575
HALTESTELLEWLOGD.1485,POINT (16.423929899020607 48.15602015056721),Speditionsstraße,1576
HALTESTELLEWLOGD.1486,POINT (16.421379899823084 48.156280150797684),Firma Eduscho,1577
HALTESTELLEWLOGD.1487,POINT (16.417439899960385 48.15950015049302),Gadnergasse,1578
HALTESTELLEWLOGD.1488,POINT (16.428259898807326 48.185210150866745),Erdbergstraße/Gaswerk,1579
HALTESTELLEWLOGD.1489,POINT (16.419169898688665 48.208750150604445),Ernst-Happel-Stadion,1583
HALTESTELLEWLOGD.1490,POINT (16.464989898689982 48.2627201511085),Percostraße,1584
HALTESTELLEWLOGD.1491,POINT (16.46555989927046 48.26799015109958),Lichtblaustraße,1585
HALTESTELLEWLOGD.1492,POINT (16.48012990007159 48.16508015027898),Firma Tupack,1588
HALTESTELLEWLOGD.1493,POINT (16.47964989987438 48.162950150679066),Firma Rank Xerox,1589
HALTESTELLEWLOGD.1494,POINT (16.523459899159562 48.2060201509962),Raphael-Donner-Allee,1590
HALTESTELLEWLOGD.1495,POINT (16.37322989850745 48.217630150416795),Schottenring/Herminengasse,1591
HALTESTELLEWLOGD.1496,POINT (16.46869989891518 48.242990150898514),Süßenbrunner Str/Oberfeldgasse,1595
HALTESTELLEWLOGD.1497,POINT (16.472279899542606 48.24657015035945),Jakob-Bindel-Platz,1596
HALTESTELLEWLOGD.1498,POINT (16.47490989967539 48.249110150514454),Korianderweg,1597
HALTESTELLEWLOGD.1499,POINT (16.361829899158597 48.17641015046259),Bernhardtstalgasse,1598
HALTESTELLEWLOGD.1500,POINT (16.359349898963856 48.201130150549446),Königsklostergasse,1600
HALTESTELLEWLOGD.1501,POINT (16.35592989839644 48.2003201503552),Mariahilfer Straße/Stiftgasse,1601
HALTESTELLEWLOGD.1502,POINT (16.27736989880835 48.16729014998396),Strampfergasse,1602
HALTESTELLEWLOGD.1503,POINT (16.312459898807827 48.140910150096),Carlbergergasse/Herziggasse,1603
HALTESTELLEWLOGD.1504,POINT (16.31238989935075 48.138530150398296),Herziggasse/Eitnergasse,1604
HALTESTELLEWLOGD.1505,POINT (16.315389899720977 48.13202015026829),Karl-Tornay-Gasse/Hetmanekg,1605
HALTESTELLEWLOGD.1506,POINT (16.316599899485144 48.13550015060992),Stipcakgasse,1606
HALTESTELLEWLOGD.1507,POINT (16.31553989907876 48.129970150466676),Akaziengasse,1607
HALTESTELLEWLOGD.1508,POINT (16.31838989961692 48.12903015051205),Leo-Mathauser-Gasse,1608
HALTESTELLEWLOGD.1509,POINT (16.31860989910465 48.13122015046357),Karl-Tornay-G/Wienerflurgasse,1609
HALTESTELLEWLOGD.1510,POINT (16.493889899770796 48.17845015041685),Zentraltanklager,1610
HALTESTELLEWLOGD.1511,POINT (16.302189898926347 48.12238015038325),Auf der Schanz,1611
HALTESTELLEWLOGD.1512,POINT (16.26737989883368 48.19704015030316),Cossmanngasse,1612
HALTESTELLEWLOGD.1513,POINT (16.26881989921393 48.19936015043541),Deutschordenstraße,1613
HALTESTELLEWLOGD.1514,POINT (16.262479898727133 48.205160149995116),Raphaelheim,1614
HALTESTELLEWLOGD.1515,POINT (16.260569898068432 48.20627015027729),Wahlberggasse,1615
HALTESTELLEWLOGD.1516,POINT (16.26152989796743 48.20880015062736),Hüttelberg,1616
HALTESTELLEWLOGD.1517,POINT (16.26024989868251 48.20375014996487),Steinböckeng/Freyenthurmgasse,1617
HALTESTELLEWLOGD.1518,POINT (16.346019898972443 48.285880150279056),Marinekaserne,1618
HALTESTELLEWLOGD.1519,POINT (16.480279899633246 48.2502001507451),Kalmusweg,1619
HALTESTELLEWLOGD.1520,POINT (16.3178798994486 48.12886015038426),Sevcikgasse,1620
HALTESTELLEWLOGD.1521,POINT (16.409509899235115 48.285100150240694),Jedlersdorfer Str/Hanreiterg,1621
HALTESTELLEWLOGD.1522,POINT (16.410949899541606 48.290040150709736),Marchfeldkanal,1622
HALTESTELLEWLOGD.1523,POINT (16.413329899308575 48.294240150579675),Kummergasse,1623
HALTESTELLEWLOGD.1524,POINT (16.415659898381147 48.298790150568365),Josef-Flandorfer-Straße,1624
HALTESTELLEWLOGD.1525,POINT (16.35155989900657 48.136680150640615),Birostraße/Jochen-Rindt-Straße,1625
HALTESTELLEWLOGD.1526,POINT (16.35357989895677 48.13779015061761),Birostraße,1626
HALTESTELLEWLOGD.1527,POINT (16.408539899432284 48.28127015025971),Jedlersdorfer Platz,1627
HALTESTELLEWLOGD.1528,POINT (16.414279899502908 48.29586015086512),Dattlergasse,1628
HALTESTELLEWLOGD.1529,POINT (16.28890989839969 48.142230150367894),Steinergasse,1629
HALTESTELLEWLOGD.1530,POINT (16.477189900021088 48.21791015107925),Trondheimgasse,1630
HALTESTELLEWLOGD.1531,POINT (16.480329899220035 48.21742015042317),"Aspern, Oberdorfstraße",1631
HALTESTELLEWLOGD.1532,POINT (16.352859898961178 48.19489015035874),Magdalenenstraße,1632
HALTESTELLEWLOGD.1533,POINT (16.475799898705066 48.213190150629806),Stavangergasse,1633
HALTESTELLEWLOGD.1534,POINT (16.47126989913933 48.214230150988165),Seidelbastgasse,1634
HALTESTELLEWLOGD.1535,POINT (16.484259899303172 48.21487015038856),Heustadelgasse/Schule,1635
HALTESTELLEWLOGD.1536,POINT (16.489269898767663 48.21369015099887),Hoechlegasse,1636
HALTESTELLEWLOGD.1537,POINT (16.49538989917516 48.21227015067063),Jägermaiszufahrt,1637
HALTESTELLEWLOGD.1538,POINT (16.49717989881854 48.21073015055242),Heustadelgasse,1638
HALTESTELLEWLOGD.1539,POINT (16.500229898830415 48.20975015063036),Auspitzgasse,1639
HALTESTELLEWLOGD.1540,POINT (16.503269899014995 48.2093201509778),Mühlau,1640
HALTESTELLEWLOGD.1541,POINT (16.506939899931357 48.20826015060462),Leidlweg,1641
HALTESTELLEWLOGD.1542,POINT (16.51052990007695 48.207150150990095),Dumreichergasse,1642
HALTESTELLEWLOGD.1543,POINT (16.51051989901484 48.208590150470144),Arztgasse,1643
HALTESTELLEWLOGD.1544,POINT (16.50683990009592 48.209320150442565),Haengasse,1644
HALTESTELLEWLOGD.1545,POINT (16.51845990010398 48.20605015074132),Ultzmanngasse/Kirschenallee,1645
HALTESTELLEWLOGD.1546,POINT (16.48444989902768 48.22111015086206),Goldregengasse,1646
HALTESTELLEWLOGD.1547,POINT (16.488189899919366 48.22050015050911),Pilotengasse,1647
HALTESTELLEWLOGD.1548,POINT (16.48842989887441 48.22344015102879),Reglergasse,1648
HALTESTELLEWLOGD.1549,POINT (16.48820989898045 48.23013015081947),Kornblumenweg,1649
HALTESTELLEWLOGD.1550,POINT (16.48630989873887 48.22086015081984),Aurikelweg,1650
HALTESTELLEWLOGD.1551,POINT (16.483069899354966 48.21663015051321),Benjowskigasse,1651
HALTESTELLEWLOGD.1552,POINT (16.425929899819558 48.17632015028711),Wachthausgasse,1652
HALTESTELLEWLOGD.1553,POINT (16.207449898071943 48.206700149833765),Hauptstraße 150,1653
HALTESTELLEWLOGD.1554,POINT (16.364029898820966 48.21569015082197),Liechtensteinstr/Schottentor,1654
HALTESTELLEWLOGD.1555,POINT (16.29597989846319 48.161810150081536),Emil-Behring-Weg,1655
HALTESTELLEWLOGD.1556,POINT (16.25768989911952 48.13710015066777),Willergasse/Liesingbrücke,1656
HALTESTELLEWLOGD.1557,POINT (16.451459899512027 48.26090015046154),Martin-Gaunersdorfer-Gasse,1657
HALTESTELLEWLOGD.1558,POINT (16.35641989953152 48.227020150496),Lichtentaler Gasse,1658
HALTESTELLEWLOGD.1559,POINT (16.348419899421778 48.18953015023601),Linke Wienzeile/Brückengasse,1659
HALTESTELLEWLOGD.1560,POINT (16.401029899343243 48.278120150862065),Mitterhofergasse,1660
HALTESTELLEWLOGD.1561,POINT (16.291979899177683 48.16227015063483),Atzgersdorfer Str/Wundtgasse,1661
HALTESTELLEWLOGD.1562,POINT (16.529379899529584 48.21280015047057),Seefeldergasse,1662
HALTESTELLEWLOGD.1563,POINT (16.456159898768185 48.20483015062791),Otto-Weber-Gasse,1663
HALTESTELLEWLOGD.1564,POINT (16.317219898531757 48.20653015013621),Possingergasse/Gablenzgasse,1664
HALTESTELLEWLOGD.1565,POINT (16.318969898777084 48.199330150175065),Hütteldorfer Straße/Johnstraße,1665
HALTESTELLEWLOGD.1566,POINT (16.3736998987867 48.242090150833434),Lorenz-Müller-Gasse,1666
HALTESTELLEWLOGD.1567,POINT (16.369999898770473 48.23514015093808),Jägerstraße,1667
HALTESTELLEWLOGD.1568,POINT (16.394769899067985 48.24643015027026),Neue Donau,1668
HALTESTELLEWLOGD.1569,POINT (16.455319898922752 48.154760150172585),Pantucekgasse/Widholzgasse,1669
HALTESTELLEWLOGD.1570,POINT (16.459369898911408 48.155110150850504),Leberberg,1670
HALTESTELLEWLOGD.1571,POINT (16.46622989952212 48.154150150702385),Svetelskystraße,1671
HALTESTELLEWLOGD.1572,POINT (16.45114989890301 48.256630151023764),Franz-Eduard-Matras-Gasse,1672
HALTESTELLEWLOGD.1573,POINT (16.45406989874501 48.25568015104361),Theodor-Kramer-Straße,1673
HALTESTELLEWLOGD.1574,POINT (16.45665989910549 48.254900150801724),Hochmuthgasse,1674
HALTESTELLEWLOGD.1575,POINT (16.470769899269882 48.260410150477504),Rautenweg/Hermann-Gebauer-Str,1675
HALTESTELLEWLOGD.1576,POINT (16.47452989947294 48.26735015033704),Hermann-Gebauer-Straße,1676
HALTESTELLEWLOGD.1577,POINT (16.314009898481846 48.16255015056666),Edmund-Reim-Gasse,1677
HALTESTELLEWLOGD.1578,POINT (16.31887989840483 48.163160150708485),Rothenburgstraße,1678
HALTESTELLEWLOGD.1579,POINT (16.304729899282023 48.1678501499555),Hetzendorfer Straße,1679
HALTESTELLEWLOGD.1580,POINT (16.480689898789883 48.242890150990156),Badeteich Hirschstetten,1680
HALTESTELLEWLOGD.1581,POINT (16.47902989896719 48.23812015042029),Kolletschkagasse,1681
HALTESTELLEWLOGD.1582,POINT (16.3191498986723 48.22448015027628),Hernalser Friedhof,1682
HALTESTELLEWLOGD.1583,POINT (16.341489899519104 48.17211015071333),Kastanienallee,1683
HALTESTELLEWLOGD.1584,POINT (16.448899899312316 48.25908015047781),Panethgasse/Sebaldgasse,1687
HALTESTELLEWLOGD.1585,POINT (16.496329898763822 48.2822001510712),Weingartenallee,1688
HALTESTELLEWLOGD.1586,POINT (16.49912989945124 48.28541015073324),Sportpark Süßenbrunn,1689
HALTESTELLEWLOGD.1587,POINT (16.43234989847143 48.26277015024946),Kefedergrundgasse,1690
HALTESTELLEWLOGD.1588,POINT (16.300269898889656 48.20824015032978),Flötzersteig/Wilhelminenspital,1691
HALTESTELLEWLOGD.1589,POINT (16.48062990010953 48.16873015092541),Neu-Albern,1692
HALTESTELLEWLOGD.1590,POINT (16.38622989901212 48.23763015025792),Allerheiligenplatz,1693
HALTESTELLEWLOGD.1591,POINT (16.396039899585833 48.192800150153786),Klimschgasse,1694
HALTESTELLEWLOGD.1592,POINT (16.267969899089422 48.13908015064716),Breitenfurter Str/Liesingbr,1695
HALTESTELLEWLOGD.1593,POINT (16.27418989891989 48.19324014994709),Hackinger Straße,1696
HALTESTELLEWLOGD.1594,POINT (16.424479899129516 48.27971015036039),Carabelligasse/Ruthnergasse,1697
HALTESTELLEWLOGD.1595,POINT (16.39871989951465 48.19284015062326),Petrusgasse,1698
HALTESTELLEWLOGD.1596,POINT (16.455899899780576 48.1506401504886),Leberweg,1699
HALTESTELLEWLOGD.1597,POINT (16.467919899414305 48.25049015094947),Gewerbepark Stadlau Nord,1700
HALTESTELLEWLOGD.1598,POINT (16.46132989931513 48.24394015104279),Gewerbepark Stadlau Süd,1701
HALTESTELLEWLOGD.1599,POINT (16.36558989886028 48.25166015066143),Boschstraße/Halteraugasse,1702
HALTESTELLEWLOGD.1600,POINT (16.36960989850314 48.25171015045253),Amtshaus Muthgasse,1703
HALTESTELLEWLOGD.1601,POINT (16.38150989873043 48.23776015026923),Pasettistraße,1704
HALTESTELLEWLOGD.1602,POINT (16.385709898851957 48.24212015034176),Handelskai,1705
HALTESTELLEWLOGD.1603,POINT (16.23830989927728 48.13799015032049),Kalksburg Lodererweg,1706
HALTESTELLEWLOGD.1604,POINT (16.28107989899525 48.18418015023399),Rossinigasse,1707
HALTESTELLEWLOGD.1605,POINT (16.526339899203858 48.20824015041426),Mühlhäufelgasse,1708
HALTESTELLEWLOGD.1606,POINT (16.51778989922845 48.21126015031076),Viktor-Wittner-Gasse,1709
HALTESTELLEWLOGD.1607,POINT (16.51655989935974 48.202190151014385),Kaposigasse,1710
HALTESTELLEWLOGD.1608,POINT (16.516299899417028 48.21352015049603),Kahlergasse,1711
HALTESTELLEWLOGD.1609,POINT (16.314609899396178 48.201190150632016),Schanzstraße/Akkonplatz,1713
HALTESTELLEWLOGD.1610,POINT (16.36099989927295 48.17063015046003),Holbeingasse,1714
HALTESTELLEWLOGD.1611,POINT (16.357039898961247 48.171180150313276),Starhemberg-Kaserne,1715
HALTESTELLEWLOGD.1612,POINT (16.45916989949245 48.264840150578785),Niedermoserstraße,1716
HALTESTELLEWLOGD.1613,POINT (16.32903989941034 48.175970150489015),Spittelbreitengasse,1718
HALTESTELLEWLOGD.1614,POINT (16.323359898315154 48.188800150331645),Siebeneichengasse,1719
HALTESTELLEWLOGD.1615,POINT (16.392359899654394 48.13951015057969),Grundäckergasse,1721
HALTESTELLEWLOGD.1616,POINT (16.352719899217085 48.1432801505241),Ernanigasse,1722
HALTESTELLEWLOGD.1617,POINT (16.341859899675963 48.14344015069943),Seligmanngasse,1723
HALTESTELLEWLOGD.1618,POINT (16.52803989992415 48.21573015064509),Simonsgasse,1724
HALTESTELLEWLOGD.1619,POINT (16.33871989836639 48.188530150107894),Sechshauser Gürtel,1725
HALTESTELLEWLOGD.1620,POINT (16.319739898528965 48.172260150463714),Edelsinnstraße/Schwenkgasse,1726
HALTESTELLEWLOGD.1621,POINT (16.30873989893769 48.12996015023422),Basler Gasse,1727
HALTESTELLEWLOGD.1622,POINT (16.3971498997727 48.19910015086303),Hainburger Straße,1728
HALTESTELLEWLOGD.1623,POINT (16.28149989822269 48.19168015029486),Mantlergasse,1729
HALTESTELLEWLOGD.1624,POINT (16.322409899580773 48.137910150321815),Zouvalgasse,1730
HALTESTELLEWLOGD.1625,POINT (16.409519899188457 48.23472015103482),Donau-City Nord,1731
HALTESTELLEWLOGD.1626,POINT (16.403129899687816 48.241270150755554),Verbindungsweg,1732
HALTESTELLEWLOGD.1627,POINT (16.408799898773104 48.24200015033654),Donauturm,1733
HALTESTELLEWLOGD.1628,POINT (16.259019898509724 48.20183015025318),Satzberggasse,1734
HALTESTELLEWLOGD.1629,POINT (16.43009989928045 48.24658015099739),Tokiostraße,1735
HALTESTELLEWLOGD.1630,POINT (16.429989899378562 48.24834015085963),Arakawastraße,1736
HALTESTELLEWLOGD.1631,POINT (16.431559899381334 48.2537601502126),Veterinärmed. Universität,1737
HALTESTELLEWLOGD.1632,POINT (16.434699898625798 48.25838015023205),Satzingerweg,1738
HALTESTELLEWLOGD.1633,POINT (16.468839899217578 48.25160015036587),Zwerchäckerweg,1739
HALTESTELLEWLOGD.1634,POINT (16.35194989840834 48.175590150076935),Martin-Luther-King-Park,1740
HALTESTELLEWLOGD.1635,POINT (16.367119899147504 48.14218015070206),Südrandstraße/Heizwerkstraße,1741
HALTESTELLEWLOGD.1636,POINT (16.363709899399478 48.13858015079925),Halban-Kurz-Straße,1742
HALTESTELLEWLOGD.1637,POINT (16.227789898474462 48.21491015049429),Ferdinand-Frey-Weg,1743
HALTESTELLEWLOGD.1638,POINT (16.426839898672544 48.30834015091827),Rendezvousberg,1744
HALTESTELLEWLOGD.1639,POINT (16.382569898706542 48.21590015062669),Johannes-von-Gott-Platz,1745
HALTESTELLEWLOGD.1640,POINT (16.488419899613227 48.220280151118004),Soldanellenweg,1746
HALTESTELLEWLOGD.1641,POINT (16.41771989918567 48.18529015040603),Gasometer,1749
HALTESTELLEWLOGD.1642,POINT (16.459459899851492 48.24113015043516),Hirschstettner Str/Gewerbepark,1751
HALTESTELLEWLOGD.1643,POINT (16.49990989937961 48.25143015057128),Breitenlee Schule,1752
HALTESTELLEWLOGD.1644,POINT (16.363389899029166 48.15409015049956),Franz-Schreker-Gasse,1753
HALTESTELLEWLOGD.1645,POINT (16.47369989901127 48.26569015098115),Rudolf-Hausner-Gasse,1754
HALTESTELLEWLOGD.1646,POINT (16.37849989981296 48.17026015021337),Antonsplatz,1755
HALTESTELLEWLOGD.1647,POINT (16.421619899683602 48.16934015090305),Simmering/Kaiserebersd Str,1756
HALTESTELLEWLOGD.1648,POINT (16.414319899799697 48.17478015095923),Gottschalkgasse/Enkplatz,1757
HALTESTELLEWLOGD.1649,POINT (16.27789989906187 48.21691014997463),Savoyenstraße/Koenig-Promenade,1758
HALTESTELLEWLOGD.1650,POINT (16.309919898135362 48.21267015014593),Stillfriedplatz,1759
HALTESTELLEWLOGD.1651,POINT (16.346319899290204 48.166480150725484),Hertha-Firnberg-Straße,1760
HALTESTELLEWLOGD.1652,POINT (16.344689899375677 48.16787015075132),Maria-Kuhn-Gasse,1761
HALTESTELLEWLOGD.1653,POINT (16.433059899645443 48.24532015042087),Albert-Schultz-Halle,1762
HALTESTELLEWLOGD.1654,POINT (16.305989899242544 48.22446015062506),Steinmüllergasse,1763
HALTESTELLEWLOGD.1655,POINT (16.30270989906789 48.22470015008944),Umlauftgasse,1764
HALTESTELLEWLOGD.1656,POINT (16.299069899061724 48.22427015075029),Rosenackerstraße,1765
HALTESTELLEWLOGD.1657,POINT (16.293389898892364 48.224070150321936),Jenschikweg,1766
HALTESTELLEWLOGD.1658,POINT (16.298719899173626 48.224120150513535),Spinozagasse,1767
HALTESTELLEWLOGD.1659,POINT (16.302519898298463 48.2235501501134),Karl-Metschl-Gasse,1768
HALTESTELLEWLOGD.1660,POINT (16.412789898625043 48.1919101502074),Nottendorfer Gasse,1769
HALTESTELLEWLOGD.1661,POINT (16.413729899593626 48.187620150509396),Franzosengraben,1770
HALTESTELLEWLOGD.1662,POINT (16.41528989841694 48.2766701502185),Skraupstraße/Justgasse,1772
HALTESTELLEWLOGD.1663,POINT (16.49300989917861 48.24336015036013),Lackenjöchelgasse,1773
HALTESTELLEWLOGD.1664,POINT (16.499069899325917 48.254520151191805),Ginsterweg,1774
HALTESTELLEWLOGD.1665,POINT (16.36273989928436 48.133060150689275),Richard-Tauber-Gasse,1775
HALTESTELLEWLOGD.1666,POINT (16.50160989958117 48.25225015058851),Breitenlee Schule/Schukowitzg,1776
HALTESTELLEWLOGD.1667,POINT (16.392509898449923 48.29374015044131),Mühlweg,1777
HALTESTELLEWLOGD.1668,POINT (16.38609989928758 48.13226015071819),Radnitzkygasse,1779
HALTESTELLEWLOGD.1669,POINT (16.4656598991742 48.146410151011985),Kaiserebersdorf,1780
HALTESTELLEWLOGD.1670,POINT (16.36752989876131 48.15218015073321),Undsetgasse,1781
HALTESTELLEWLOGD.1671,POINT (16.272309898838667 48.16570015034089),Haus Föhrenhof,1782
HALTESTELLEWLOGD.1672,POINT (16.415149899042753 48.18544015090916),Modecenterstraße,1784
HALTESTELLEWLOGD.1673,POINT (16.46418989955548 48.24650015024337),Gewerbepark Stadlau Mitte,1786
HALTESTELLEWLOGD.1674,POINT (16.386509898891056 48.16771015017095),Absbergbrücke,1787
HALTESTELLEWLOGD.1675,POINT (16.48184989962001 48.214350150734745),Aspern Sportplatz,1788
HALTESTELLEWLOGD.1676,POINT (16.26551989909687 48.20069015068438),Linzer Straße/Flötzersteig,1789
HALTESTELLEWLOGD.1677,POINT (16.263999898756246 48.20088015046409),Linzer Straße/Bahnhofstraße,1790
HALTESTELLEWLOGD.1678,POINT (16.399549898814247 48.139950150073126),Friedhofstraße,1791
HALTESTELLEWLOGD.1679,POINT (16.39912989931985 48.13682015089764),Untere Kaistraße,1792
HALTESTELLEWLOGD.1680,POINT (16.39786989894703 48.14491015064391),Franz-Koci-Straße,1793
HALTESTELLEWLOGD.1681,POINT (16.358219899377744 48.20649015026301),Schmerlingplatz,1794
HALTESTELLEWLOGD.1682,POINT (16.376989898942426 48.19857015015836),Am Heumarkt,1795
HALTESTELLEWLOGD.1683,POINT (16.265919898680274 48.22117015073399),Jubiläumswarte,1796
HALTESTELLEWLOGD.1684,POINT (16.422609899176205 48.235530150507685),Hotel NH Danube City,1797
HALTESTELLEWLOGD.1685,POINT (16.466559899682693 48.19596015023073),Primavesigasse,1798
HALTESTELLEWLOGD.1686,POINT (16.311829898822744 48.162000150005795),Stachegasse,1799
HALTESTELLEWLOGD.1687,POINT (16.29917989818714 48.2677901503525),Höhenstraße/Rohrerwiese,1800
HALTESTELLEWLOGD.1688,POINT (16.317929899557882 48.17611015030041),Stranitzkygasse,1801
HALTESTELLEWLOGD.1689,POINT (16.396159899554288 48.25937015064734),Gloria-Theater,1802
HALTESTELLEWLOGD.1690,POINT (16.406689899751544 48.15186015086703),Kurpark Nordosteingang,1803
HALTESTELLEWLOGD.1691,POINT (16.405279899902656 48.152770150245104),Hederichgasse,1804
HALTESTELLEWLOGD.1692,POINT (16.402979899516826 48.1524901507027),Burgenlandgasse,1805
HALTESTELLEWLOGD.1693,POINT (16.287979898855404 48.23682015034187),Neuwaldegger Straße,1806
HALTESTELLEWLOGD.1694,POINT (16.502599899065125 48.2386701511796),Kieslerweg,1808
